product_url,product_name,brand,sku,image_url,star_rating,number_of_reviews,MRP,sale_price,discount_percentage,colour,description,details_and_care,style_1,category,material
https://www.debenhams.com/product/jon-richard-gold-bracelet-extender_p-4b287644-721e-4873-9b1c-0917634f010c?colour=Gold,Gold Bracelet Extender,Jon Richard,SKU: M5051024711187,https://media.boohoo.com/i/boohoo/m5051024711187_gold_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,5,1,1.5,1.2,20,Gold,"Love your bracelet, but want to wear it an inch longer? Our Jon Richard pack of two extension chains will give you the flexibility to wear it at different lengths. A must-have accessory to switch up your look.
Style: Bracelet",Fastening: Fold Over Clasp | Dimensions: 25mm | Drop Dimensions: 10mm,Bracelet,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-gold-extension-chain_p-4543e5dd-df44-458f-a298-b96080098613?colour=Gold,Gold Extension Chain,Jon Richard,SKU: M5051024283509,https://media.boohoo.com/i/boohoo/m5051024283509_gold_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,5,1,1.5,1.2,20,Gold,"Love your bracelet, but want to wear it an inch longer? Our Jon Richard pack of two extension chains will give you the flexibility to wear it at different lengths. A must-have accessory to switch up your look.
Style: Bracelet",Fastening: Fold Over Clasp Bracelet Extender | Dimensions: 25mm | Drop Dimensions: 7mm,Bracelet,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-silver-plated-extension-chain_p-7e82518f-e55d-42a8-b91b-f82f381d3331?colour=Silver,Silver Plated Extension Chain,Jon Richard,SKU: M5051024711170,https://media.boohoo.com/i/boohoo/m5051024711170_silver_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,5,2,1.5,1.2,20,Silver,"Jon Richard Silver Plated Extension Chain.
Style: Bracelet",Fold Over Clasp | 30mm | 50mm,Bracelet,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-two-tone-bullet-back-pack-of-4_p-f93b297e-6e14-4f57-a2f9-95693bee8697?colour=Multi,Two Tone Bullet Back Pack of 4,Jon Richard,SKU: M5051024283530,https://media.boohoo.com/i/boohoo/m5051024283530_multi_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,5,4,2,1.6,20,Multi,"Lost the backs to your favourite pair of earrings? Our Jon Richard pack of four earring bullet backs are on hand to help. In a mix of gold and silver plate these are the perfect companion to your favourite studs or drops.
Style: Earrings",Fastening: Post and Bullet Back | Dimensions: 3mm | Drop Dimensions: 5mm,Earrings,Accessories,Not Available
https://www.debenhams.com/product/simply-silver-pouch-gift-box_p-fb447eb7-fe7b-418c-ba94-602b35fde367?colour=Dark%20Brown,Pouch Gift Box,Simply Silver,SKU: M5051024636206,https://media.boohoo.com/i/boohoo/m5051024636206_dark%20brown_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,5,1,3,1.68,44,Dark Brown,"Whether you are gifting a loved one or self-gifting, you can present and store your pieces with our Simply Silver packaging collection. Using anti-tarnish materials to ensure your products stay beautiful for longer.
Style: Jewellery Box",Fastening: ribbon fastening | Dimensions: 70mm | Drop Dimensions: 70mm,Jewellery Box,Accessories,Not Available
https://www.debenhams.com/product/simply-silver-product-gift-box_p-aaa5d0d8-0a68-4a69-8198-aa0beefea04e?colour=Black,Product Gift Box,Simply Silver,SKU: M5051024606452,https://media.boohoo.com/i/boohoo/m5051024606452_black_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,3,1,3,1.68,44,Black,"Whether you are gifting a loved one or self-gifting, you can present and store your pieces with our Simply Silver packaging collection. Using anti-tarnish materials to ensure your products stay beautiful for longer.
Style: Jewellery Box",Fastening: Box Clasp Fastening | Dimensions: 80mm | Drop Dimensions: 35mm,Jewellery Box,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-square-gift-box_p-3bec18f2-2cf0-4f0d-ae1f-4d39e2854e1f?colour=Pink,Square Gift Box,Jon Richard,SKU: M5051024519233,https://media.boohoo.com/i/boohoo/m5051024519233_pink_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,3,1.68,44,Pink,"This blush pink box is decorated with silver foil message “For you..” it is a great way to display and present your jewellery. This box comes with a black foam insert to help keep your jewellery in place.
Style: Jewellery Box",Dimensions: 30mm | Drop Dimensions: 80mm,Jewellery Box,Accessories,Not Available
https://www.debenhams.com/product/jewelco-london-18ct-white-gold-diamond-7ct-amethyst-cocktail-solitaire-ring-16mm_p-08c62381-fe22-48fa-8d61-2363e312ab22?colour=Silver,18ct White Gold Diamond 7ct Amethyst Cocktail Solitaire Ring 16mm,Jewelco London,SKU: M5054132597049,https://media.boohoo.com/i/boohoo/m5054132597049_silver_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,2.5,2,Not Available,Silver,"Welcome to Jewelco London and thank you for visiting! Jewelco London Conflict Free, Ladies Solid 18ct White Gold 4 Claw Set Round G SI1 0.04ct Diamond and Emerald Purple 7ct Amethyst Cocktail 16mm Solitaire Ring. This gorgeous cocktail style dress ring is crafted from sleek 18ct white gold and set with a delicious violet amethyst gemstone crossed over with sparkling fine diamonds. A wonderful gift for any occasion and a sumptuous way to complete your look and generate an aura of elegance. Ring Size Info : While most rings are ready for same day despatch, on occasion we may need to adjust the ring to fit, so please allow an extra couple of days for delivery. Should you require your ring for a specific date, please contact our customer service team before placing your order. Additionally, should you require a size that is not listed, please contact our team.
Style: Ring","Width: 16mm | Weight: 4.8g | Gemstone: Diamond, Round, G, Si1, 0.04ct, Natural, Not-treated | Gemstone 2: Amethyst, Emerald, Purple, 7ct, Not-treated | Clean Jewellery Pieces Regularly With A Lint Free Polishing Cloth To Prevent Tarnishing. Ask A Professional Jeweller To Clean Very Dirty Pieces. Store Your Jewellery In The Gift Boxes Supplied.",Ring,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-gold-and-silver-extension-chains-pack-of-2_p-226f98c5-9afa-44ea-9fa6-6be26d713b72?colour=Multi,Gold and Silver Extension Chains - Pack of 2,Jon Richard,SKU: M5051024283486,https://media.boohoo.com/i/boohoo/m5051024283486_multi_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,4.7,3,2.5,2,20,Multi,"Jon Richard Gold and Silver Extension Chains - Pack of 2
Style: Necklace",Extender Lobster Clasp,Bracelet,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-rose-gold-extension-chain-pack-of-2_p-4a6dae7c-4277-4869-b993-cc08d1adb7e7?colour=Rose%20Gold,Rose Gold Extension Chain Pack of 2,Jon Richard,SKU: M5051024501917,https://media.boohoo.com/i/boohoo/m5051024501917_rose%20gold_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,2.5,2,20,Rose Gold,"Love your necklace, but want to wear it an inch longer? Our Jon Richard pack of two extension chains will give you the flexibility to wear it at different lengths. A must-have accessory to switch up your look.
Style: Necklace","Fastening: Lobster Clasp Fastening | Chain Length: 2.5""",Necklace,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-large-gift-box_p-973d8f91-178c-43b8-9041-a9a18cac2426?colour=Pink,Large Gift Box,Jon Richard,SKU: M5051024519240,https://media.boohoo.com/i/boohoo/m5051024519240_pink_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,5,1,4,2.24,44,Pink,"This blush pink box is decorated with silver foil message “For you..” it is a great way to display and present your jewellery. This box comes with a black foam insert to help keep your jewellery in place.
Style: Jewellery Box",Dimensions: 145mm x 145mm x 35mm,Jewellery Box,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-pink-pearl-stud-earrings_p-5a73a9f9-4eb1-421c-b5f9-51206c7e2562?colour=Pink,Pink Pearl Stud Earrings,Jon Richard,SKU: M5051024562628,https://media.boohoo.com/i/boohoo/m5051024562628_pink_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,2,1,8,4,50,Pink,"Our Jon Richard pink pearl stud earrings are a must-have in your jewellery box this season. Featuring a simple faux pearl stud, this classic and elegant design will add a touch of sparkle to any outfit. These earrings can be worn separately or layered with other pieces. The perfect gift for yourself or a loved one.
Style: Earrings",Fastening: post & bullet back fastening | Dimensions: 8mm,Earrings,Accessories,Not Available
https://www.debenhams.com/product/accessorize-suedette-clip-frame-clutch-bag_p-71fd6c29-0caf-4e41-97c6-157ded62cba4?colour=Black,Suedette Clip Frame Clutch Bag,Accessorize,SKU: M5045462984562,https://media.boohoo.com/i/boohoo/m5045462984562_black_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,6,4.5,Not Available,Black,"From clutch to cross-body, this luxurious piece will happily accompany you to special occasions. Designed with a soft, faux suede exterior, the interior is the perfect size for your purse, lipstick and keys. Tuck the chain strap inside and wear in-hand, or style over the shoulder for a hands free option.
Style: Clutch
Design: Plain
Fabric: N/A","Outer, 90% Zinc, 10% Stone. L: 16 cm x W: 25 cm. Wipe clean only.",Clutch,Bags & Footwear ,Not Available
https://www.debenhams.com/product/the-colourful-aura-6-piecs-gold-silver-spring-stacking-boho-thumb-rings-set_p-00afc460-06f1-40ba-9ca6-2bf5da542135?colour=Gold,6 Piecs Gold Silver Spring Stacking Boho Thumb Rings Set,The Colourful Aura,SKU: M5061015345765,https://media.boohoo.com/i/boohoo/m5061015345765_gold_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,8,6,Not Available,Gold,"Offering you a complete set with a total of ten different design rings. Differing in design as well as the size they come with. This will allow you to wear the rings in different fingers with different sizes. Be it the half-finger rings or your ring finger ones. The sizes vary, giving you a wide range to decorate your fingers.
Style: Ring","The most important way to care for your costume jewellery is to keep it away from anything that could cause the plating to react. That means soap, perfume, moisturiser, washing up liquid, anything that may contain chemicals that will tarnish the finish of the item.",Ring,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-silver-blue-pearl-magnetic-bracelet_p-b80b977f-f25d-4016-a133-0b8d263004ff?colour=Blue,Silver Blue Pearl Magnetic Bracelet,Jon Richard,SKU: M5051024658437,https://media.boohoo.com/i/boohoo/m5051024658437_blue_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,3.5,2,12,6,50,Blue,"Our Jon Richard pearl bracelet is a must-have in your jewellery box this season. Featuring a mix of tonal blue faux pearls and a magnetic clasp, this simple and elegant design will add a touch of sparkle to any outfit. This bracelet is the perfect gift for yourself or a loved one.
Style: Bracelet","Fastening: Magnetic Fastening | Chain Length: 8""",Bracelet,Accessories,Not Available
https://www.debenhams.com/product/lipsy-silver-heart-hoop-earrings_p-20459094-11d3-4efd-9cfe-c32d0b5567d1?colour=Silver,Silver Heart Hoop Earrings,Lipsy,SKU: M5051024723777,https://media.boohoo.com/i/boohoo/m5051024723777_silver_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,12,6,50,Silver,"These beautifully designed hoop earrings are the perfect way to finish any outfit, whatever the occasion.
Style: Earrings",Fastening: Post and Bullet Back | Dimensions: 5mm | Drop Dimensions: 20mm,Earrings,Accessories,Not Available
https://www.debenhams.com/product/wallis-black-mesh-bow-double-row-fascinator_byy03467?colour=black,Black Mesh Bow Double Row Fascinator,Wallis,SKU: BYY03467-105-35,https://media.boohoo.com/i/boohoo/byy03467_black_xl?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,29,7,76,Black,"Complete the look with the perfect accessory. Steal the show with statement fascinators, or add an extra touch of sparkle with an embellished clip.Style: Black Mesh Bow Double Row FascinatorIdeal for: Occasion
Style: Hair Accessories","95% POLYESTER, 5% PLASTIC.",Hair Accessories,Accessories,POLYESTER
https://www.debenhams.com/product/jon-richard-rose-gold-butterfly-tiara_p-fe3ba9d7-4b42-42e8-b92c-538418028f75?colour=Rose%20Gold,Rose Gold Butterfly Tiara,Jon Richard,SKU: M5051024713648,https://media.boohoo.com/i/boohoo/m5051024713648_rose%20gold_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,18,7.2,60,Rose Gold,"The Jon Richard Rose Gold Butterfly Tiara is the ultimate accessory to achieve a striking statement. This hair accessory is perfect for brides-to-be who want to add an extra touch of glamour to their wedding day. The perfect gift for yourself or a loved one.
Style: Bridal Jewellery",Material: Rose Gold Plated Base Metal | Fastening: Tiara | Width Dimension: 123mm | Drop Dimension: 141mm,Tiara,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-graduated-pink-pearl-necklace_p-a8e35c19-0746-43ba-a609-90c8d1c48015?colour=Pink,Graduated Pink Pearl Necklace,Jon Richard,SKU: M5051024264515,https://media.boohoo.com/i/boohoo/m5051024264515_pink_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,3,1,16,8,50,Pink,"Jon Richard pink pearl necklace. This necklace measures 16"" in length and features a 2"" extender with a lobster clasp fastening. Matching items available.
Style: Necklace","Fastening: Lobster Clasp Fastening Fastening | Chain Length: 16"" | Extender Length: 2"" | Dimensions: 6mm | Drop Dimensions: 14mm",Necklace,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-silver-cubic-zirconia-stud-earrings_p-d28af095-8b50-431f-b45c-1a9f5bd7ebc0?colour=Silver,Silver Cubic Zirconia Stud Earrings,Jon Richard,SKU: M5051024521441,https://media.boohoo.com/i/boohoo/m5051024521441_silver_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,10,8,20,Silver,"Our Jon Richard stud earrings are a must-have in your jewellery box this season. Featuring cubic zirconia crystals in a single stone setting, this simple and elegant design will add a touch of sparkle to any outfit. These earrings can be worn separately or layered with other pieces.
Style: Earrings",Fastening: Post and Bullet Back | Dimensions: 6mm,Earrings,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-silver-cubic-zirconia-stud-earrings_p-f97c64a6-3df7-4dde-9c75-33dade234357?colour=Silver,Silver Cubic Zirconia Stud Earrings,Jon Richard,SKU: M5051024461075,https://media.boohoo.com/i/boohoo/m5051024461075_silver_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,5,1,10,8,20,Silver,"Our Jon Richard stud earrings are a must-have in your jewellery box this season. Featuring cubic zirconia crystals in a single stone setting, this simple and elegant design will add a touch of sparkle to any outfit. These earrings can be worn separately or layered with other pieces.
Style: Earrings",Fastening: Post and Bullet Back | Dimensions: 8mm | Drop Dimensions: 8mm,Earrings,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-mixed-rhodium-stone-and-hoop-multi-pack-earrings_p-be7acd52-6405-4314-979d-c5b71e7f25db?colour=Silver,Mixed Rhodium Stone And Hoop Multi Pack Earrings,Jon Richard,SKU: M5051024799383,https://media.boohoo.com/i/boohoo/m5051024799383_silver_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,20,10,50,Silver,"Our Jon Richard earrings are a must-have in your jewellery box this season. This simple and elegant design will add a touch of sparkle to any outfit. These earrings can be worn separately or layered with other pieces. These earrings are the perfect gift for yourself or a loved one.
Style: Earrings",Post and Catch Fastening | 5mm | 15mm,Earrings,Accessories,Not Available
https://www.debenhams.com/product/double-second-printed-cold-shoulder-floral-dress_p-faf19e14-6356-45f1-a702-d21f373eae2b?colour=Navy,Printed Cold Shoulder Floral Dress,DOUBLE SECOND,SKU: M5060972565940,https://media.boohoo.com/i/boohoo/m5060972565940_navy_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,40,11,Not Available,Navy,"This floral print cold shoulder dress is perfect for casual weekends, your summer work wardrobe or your next city break. It features a frill detail neckline, an elasticated waist, and is short in length.
Style: Dress
Sleeve Length: Short Sleeve
Length: Midi
Neckline: Cold Shoulder
Design: Print
Fabric: Woven",100% Polyester. Wash at 40. Model wears an 8,Dress,Dresses,Polyester
https://www.debenhams.com/product/the-colourful-aura-adjustable-black-golden-beads-indian-new-born-kids-nazaria-daily-bracelet_p-3b7f6d41-32b0-4230-9268-4ef586230f0d?colour=Black,Adjustable Black Golden Beads Indian New Born Kids Nazaria Daily Bracelet,The Colourful Aura,SKU: M5061015347158,https://media.boohoo.com/i/boohoo/m5061015347158_black_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,45,12,Not Available,Black,"Thin golden colored thread channeled with black beads. A charming evil eye bead compressed in between the black beads. To show off a beautiful contrast, holding the sight of the viewer. An adorable overall bracelet on the wrist of your little one. A 5.5-inch bracelet, extending up to 6 inch according to your chosen preference. For adults, we have a set too.
Style: Bracelet","The most important way to care for your costume jewellery is to keep it away from anything that could cause the plating to react. That means soap, perfume, moisturiser, washing up liquid, anything that may contain chemicals that will tarnish the finish of the item.",Bracelet,Accessories,Not Available
https://www.debenhams.com/product/dorothy-perkins-betsie-padded-clutch-bag-with-chain_bqq12385?colour=cream,Betsie Padded Clutch Bag With Chain,Dorothy Perkins,SKU: BQQ12385-123-35,https://media.boohoo.com/i/boohoo/bqq12385_cream_xl?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,5,1,32,12,63,Cream,"The perfect arm candy looks a little like this. Browse through our collection of women's bags and purses and find your dream accessories all in one place. From purses and clutches to cross body, totes and shoulder bags, we've got you covered. Think croc print, quilted, bold pops of colour and beyond. Style: Betsie Padded Clutch Bag With Chain. Ideal for: Occasion. Design: Quilted.
Style: Clutch","100% Polyurethane, excluding trims.",Bag,Bags & Footwear ,Polyurethane 
https://www.debenhams.com/product/monsoon-angela-lace-bridal-maxi-dress_p-167f712c-d152-42a9-bdf5-8838beb46b13?colour=Ivory,'Angela' Lace Bridal Maxi Dress,Monsoon,SKU: M5045463218840,https://media.boohoo.com/i/boohoo/m5045463218840_ivory_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,30,12,Not Available,Ivory,"When simplicity meets a touch of lace; our Angela gown provides the best of both worlds. Find the intricate floral lace through the bodice and short sleeves, with accent touches through the neckline trim. Defining the waist and bust sits an understated tape lace, complementing the untouched, plain skirt that falls beneath with a floaty overlay of mesh. Twirl it around to see the keyhole button fastening and concealed zip.
Style: Wedding Dress
Sleeve Length: Short Sleeve
Length: Maxi
Neckline: Round Neck
Detail: Zips
Design: Plain
Fabric: Woven","Upper, 100% Polyester. Outer Skirt, 100% Polyester. Lining, 100% Polyester. Machine Washable.",Wedding Dress,Dresses,Polyester
https://www.debenhams.com/product/oasis-floral-bardot-ruched-mesh-mini-dress_baa04175?colour=black,Floral Bardot Ruched Mesh Mini Dress,Oasis,SKU: BAA04175-105-30,https://media.boohoo.com/i/boohoo/baa04175_black_xl?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,5,1,59,12,80,Black,"Style: Mini DressDesign: All Over PrintFabric: MeshLength: MiniNeckline: BardotSleeve Length: Sleeveless
Style: Mini Dress
Sleeve Length: Sleeveless
Length: Mini","95% Polyester, 5% Elastane. Model Wears Size S. Dress Length 92cm.",Dress,Dresses,Polyester
https://www.debenhams.com/product/jon-richard-blue-multi-tonal-pearl-necklace_p-92e448e8-64d9-4ac5-9513-bbd89c941e1c?colour=Blue,Blue Multi Tonal Pearl Necklace,Jon Richard,SKU: M5051024670293,https://media.boohoo.com/i/boohoo/m5051024670293_blue_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,5,1,25,12.5,50,Blue,"Jon Richard silver plated blue multi tone pearl long necklace. This necklace measures 20"" in length and features a 2"" extender with a lobster clasp fastening.
Style: Necklace","Fastening: magnetic fastening | Chain Length: 20""",Necklace,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-pearl-and-cubic-zirconia-bgauette-hair-comb_p-c7ec9db3-ee94-4c96-a9e5-d0a3d8b89724?colour=Silver,Pearl And Cubic Zirconia Bgauette Hair Comb,Jon Richard,SKU: M5051024382653,https://media.boohoo.com/i/boohoo/m5051024382653_silver_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,25,12.5,50,Silver,"The Jon Richard Pearl And Cubic Zirconia Baguette Hair Comb is the ultimate accessory to achieve a striking statement. This hair accessory is perfect for brides-to-be who want to add an extra touch of glamour to their wedding day. The perfect gift for yourself or a loved one.
Style: Bridal Jewellery",Material: Silver Plated Base Metal With Cubic Zirconia | Fastening: Hair Comb | Width Dimension: 43mm | Drop Dimension: 53mm,Bridal Jewellery,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-rose-gold-plated-clear-crystal-navette-hair-comb_p-3cb1a19b-0a9f-4a1e-8419-828502d20033?colour=Rose%20Gold,Rose Gold Plated Clear Crystal Navette Hair Comb,Jon Richard,SKU: M5051024721353,https://media.boohoo.com/i/boohoo/m5051024721353_rose%20gold_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,25,12.5,50,Rose Gold,"The Jon Richard Rose Gold Plated Clear Crystal Navette Hair Comb is the ultimate accessory to achieve a striking statement. This hair accessory is perfect for brides-to-be who want to add an extra touch of glamour to their wedding day. The perfect gift for yourself or a loved one.
Style: Bridal Jewellery",Material: Rose Gold Plated Base Metal | Fastening: Hair Comb | Width Dimension: 97mm | Drop Dimension: 64mm,Bridal Jewellery,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-rose-gold-plated-pearl-necklace_p-394d565c-4f4d-429a-be26-741751c87d43?colour=Pink,Rose Gold Plated Pearl Necklace,Jon Richard,SKU: M5051024774502,https://media.boohoo.com/i/boohoo/m5051024774502_pink_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,25,12.5,50,Pink,"Jon Richard Rose gold plated pink pearl necklace with a touch of crystal pave for a pop of shimmer. This necklace measures 18"" in length and features a 2"" extender with a lobster clasp fastening. Matching items available.
Style: Necklace","Fastening: Lobster Clasp Fastening Fastening | Chain Length: 18"" | Extender Length: 2""",Necklace,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-silver-plate-black-beaded-long-necklace_p-a288fdb3-9651-4c9a-aec9-4ef5c384a098?colour=Black,Silver Plate Black Beaded Long Necklace,Jon Richard,SKU: M5051024699676,https://media.boohoo.com/i/boohoo/m5051024699676_black_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,25,12.5,50,Black,"Our Jon Richard beaded long necklace is a must-have in your jewellery box this season. Theperfect gift for yourself or a loved one.
Style: Necklace","| Chain Length: 46""",Necklace,Accessories,Not Available
https://www.debenhams.com/product/jon-richard-silver-crystal-pearl-drop-earrings_p-568f3f61-cb9d-4ebe-a26c-320799404ff8?colour=Silver,Silver Crystal Pearl Drop Earrings,Jon Richard,SKU: M5051024431047,https://media.boohoo.com/i/boohoo/m5051024431047_silver_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,4.5,2,16,12.8,20,Silver,"Our Jon Richard pearl drop earrings are a must-have in your jewellery box this season. Featuring cubic zirconia crystals in a pave stone setting, this simple and elegant design will add a touch of sparkle to any outfit. These earrings can be worn separately or layered with other pieces. The perfect gift for yourself or a loved one.
Style: Earrings",Fastening: Post and Bullet Back Back Fastening | Drop Dimensions: 26mm,Earrings,Accessories,Not Available
https://www.debenhams.com/product/dorothy-perkins-cutwork-midi-dress_bqq09825?colour=black,Cutwork Midi Dress,Dorothy Perkins,SKU: BQQ09825-105-16,https://media.boohoo.com/i/boohoo/bqq09825_black_xl?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,65,13,80,Black,"Made from intricately cut lace, this delicate dress oozes femininity in the best possible way. Featuring short puff sleeves and an A-line skirt for a flattering silhouette. Style: Cutwork Button Through Midi Dress. Ideal for: Occasion. Design: Lace. Model wears size UK 10 and is 5' 9"" tall. Make-up & Fragrance: Primer (Estée Lauder, The Mattifier Shine Control Perfecting Primer + Finisher), Foundation (Lancôme, Teint Miracle Luminous Satin Foundation), Mascara (Estée Lauder, Double Wear Zero-Smudge Lengthening Mascara), Blusher (Benefit, Wanderful World Blushes Starlaa Rosy Bronze Powder Blusher), Setting Spray (Benefit, Porefessional Super Setter Setting Spray Mini 30ml), Fragrance (Elie Saab, Elixir).
Style: Tea Dress
Sleeve Length: Short Sleeve
Length: Midi",100% Cotton. Machine washable. Model wears size 10.,Dress,Dresses,Cotton
https://www.debenhams.com/product/yumi-green-patchwork-print-long-sleeve-shirt-dress_p-379088c2-3535-42a2-a218-a510a94fa476?colour=Green,Green Patchwork Print Long Sleeve Shirt Dress,Yumi,SKU: M5056562222249,https://media.boohoo.com/i/boohoo/m5056562222249_green_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,15,13,Not Available,Green,"The boho feel of this piece are encapsulated in a stunning button down style, with a balloon sleeve that cuffs at the wrist. With a self tie waist to add some structure, perfect for summer in natural hues with a stunning pop of mint to lift the whole design.
Style: Dress
Sleeve Length: Long Sleeve
Length: Midi
Neckline: V Neck
Design: Print
Fabric: Woven",100% Polyester. Machine Wash At 30.,Dress,Dresses,Polyester
https://www.debenhams.com/product/joy-by-corrine-smith-pearl-crystal-heart-drop-earrings_p-56332cd8-f88f-4447-a212-bba8887d6e42?colour=Metallic%20Gold,Pearl & Crystal Heart Drop Earrings,Joy by Corrine Smith,SKU: M5060995461854,https://media.boohoo.com/i/boohoo/m5060995461854_metallic%20gold_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,20,14,30,Metallic Gold,"Beautiful bridesmaid gold plated drop earrings with pearl crystal heart charm from JOY by Corrine Smith. Presented in a beautiful branded JOY by Corrine Smith suedette pouch.
Style: Bridal Jewellery","Do not expose the item to water, perfumes, cosmetics or detergents. Clean your items regularly with a jewellery cloth and store in an airtight container. Gold plated brass. Preciosa pearl - 0.8cm. Crystal heart - 0.6cm.",Earrings,Accessories,Not Available
https://www.debenhams.com/product/pixiegirl-petite-midi-dress_p-deea974f-66b2-4019-beec-9c77932fecee?colour=Black,Petite Midi Dress,PixieGirl,SKU: M5059738890884,https://media.boohoo.com/i/boohoo/m5059738890884_black_xl.jpeg?sm=c&fmt=auto&qlt=75&w=%7B400%2A%24dpr%7D&dpr=1,Not Available,Not Available,25,14,Not Available,Black,"A classic silhouette, perfect for your next special occasion. Designed in a jersey fabric, this PixieGirl petite dress features a sweetheart neckline, and ruffle shoulder details and is complete in a midi length. Finish your look with some strappy heels and a bag.
Style: Midi Dress
Sleeve Length: Sleeveless","Designed for women 5ft3in and under. 95% polyester, 5% elastane. Wash at 30C.",Midi Dress,Dresses,Polyester
